,first_page_exposure,stars,polarity,subjectivity,GunningFog,ReadingTime,activity_group,ease_group,feeling_group,food_group,judgement_group,location_group,misc_group,price_group,service_group,time_group,venue_group,helpfulness_prob
76572,84.5288657406345,4.0,0.94,0.5763157894736842,8.36,19.9,12,1,0,6,3,3,2,3,2,2,12,0.5913940914172635
244223,51.19549768511206,2.0,0.3182,0.45,3.8,1.16,0,2,0,0,0,0,0,0,0,1,0,0.417918281494975
193832,168.9735300927423,1.0,0.8035,0.6223976608187134,6.32,10.39,2,0,0,0,5,2,1,0,6,1,7,0.524327612642974
84940,758.0542824072763,3.0,0.9621,0.5885714285714286,10.07,3.98,2,0,0,0,4,0,0,0,1,0,0,0.4711656337259601
226102,145.63361111097038,5.0,0.9744,0.655,6.65,11.94,7,0,0,0,12,1,4,1,0,0,9,0.43081979074358767
7771,292.9915509261191,5.0,0.9973,0.5668518518518517,7.61,28.92,11,0,2,1,21,8,1,1,5,4,13,0.8456294301422441
139779,133.2235532407649,1.0,-0.4391,0.3827922077922078,8.68,6.92,3,0,0,0,3,0,0,0,1,1,1,0.5592538779512141
229454,293.3789236112498,5.0,0.9661,0.6364057239057238,14.82,5.54,1,1,0,0,6,3,0,0,1,0,0,0.4779074509641158
51572,221.51203703694048,3.0,0.834,0.6710207100591716,6.36,14.79,4,0,0,3,6,1,0,1,3,0,14,0.5400523526965351
140618,1515.293668981176,5.0,0.9742,0.5251133180544947,8.48,8.77,4,1,0,1,7,2,0,0,2,5,1,0.5463901258931558
71962,-2486.7263888888992,2.0,-0.4019,0.3555555555555555,8.33,11.8,1,0,0,0,0,4,4,0,0,7,0,0.487834225628665
240596,452.7314351852983,5.0,0.9968,0.5370174043643432,8.55,33.35,11,1,3,2,22,3,9,0,4,4,3,0.8516053755892556
7431,163.93734953692183,1.0,0.4215,0.13125,6.48,5.13,4,0,0,0,1,2,1,0,1,3,0,0.538823660148912
79638,58.42971064802259,5.0,0.937,0.576851851851852,10.13,4.17,1,0,1,1,4,2,0,0,1,1,1,0.42557935954159026
227844,36.48449074104428,1.0,-0.4939,0.2277777777777777,10.01,15.4,3,2,0,0,1,1,8,1,3,2,1,0.6063995145598277
189335,328.10915509285405,5.0,0.3169,0.4722222222222222,7.78,5.58,5,1,0,0,4,4,0,0,5,2,0,0.41714088259575044
131887,1345.0886921295896,5.0,0.8591,0.5877777777777777,6.2,1.95,1,0,0,0,3,1,0,0,0,0,0,0.43535877225096786
192900,82.17258101888001,5.0,0.9042,0.7583333333333333,5.55,3.45,0,0,0,0,1,2,0,0,2,0,1,0.36857125885998326
200809,690.2637152778916,5.0,0.9776,0.6369047619047619,3.92,2.79,1,0,0,3,3,0,0,0,3,1,0,0.35504400363088195
14150,115.35502314800397,4.0,0.9818,0.4980880230880231,10.25,15.42,2,0,1,4,11,2,1,3,2,1,10,0.653251772966523
104412,248.10314814839512,5.0,0.8481,0.5666666666666667,2.4,1.42,0,0,0,3,2,0,0,0,0,0,2,0.33666336857119833
84316,-1851.8132060184143,5.0,0.9287,0.9097222222222222,3.8,2.29,2,0,0,0,3,0,1,0,0,0,0,0.2270835415246909
138034,127.82934027770534,4.0,0.2263,0.3916666666666666,6.82,2.42,0,0,0,1,1,1,0,0,0,0,1,0.416707755576593
36700,139.44524305546656,5.0,0.9468,0.442,7.13,2.98,3,0,0,0,3,0,0,0,0,0,0,0.3739833904648744
25589,35.665509259328246,5.0,0.8126,0.5336734693877551,9.84,3.7,1,0,0,1,3,0,0,0,0,0,0,0.38954020339252615
161804,19.09748842613772,3.0,0.9136,0.7577777777777779,3.48,1.67,0,0,0,0,5,1,0,0,3,0,0,0.37785789227364797
33121,126.93318287050352,5.0,0.9273,0.4927248677248677,9.16,4.61,1,0,0,0,4,1,0,0,0,1,0,0.4334643351795158
240966,95.66898148134352,5.0,0.969,0.6610544217687074,13.27,5.33,0,0,0,1,4,0,0,0,2,0,3,0.3738335136323577
156474,423.8599884258583,1.0,0.3612,0.7527777777777778,8.28,5.14,1,0,0,0,1,1,1,1,2,1,0,0.5157627170500984
9522,155.0177662037313,1.0,-0.665,0.7018518518518518,10.27,9.86,0,0,0,0,2,0,1,1,3,1,5,0.5499513426796394
197100,107.2367592593655,5.0,0.9773,0.6132034632034632,8.01,4.67,2,0,1,0,4,1,0,0,0,1,3,0.40795016913595045
158279,280.98224537074566,3.0,0.9916,0.4936160244983773,9.63,30.25,4,4,0,3,10,2,3,0,5,5,13,0.7875690115262662
175507,26.81121527776122,4.0,0.9578,0.3916666666666666,18.52,12.77,4,0,0,0,3,0,4,1,1,1,1,0.5243699121700836
134163,176.09545138897374,5.0,0.9923,0.5808390022675737,9.4,8.12,5,0,1,2,6,0,0,1,0,3,1,0.4791066432167483
73276,240.69329861085865,1.0,0.34,0.4665445665445665,7.46,8.11,2,0,0,2,2,1,3,2,3,3,9,0.4581268120542093
174403,17.3148842593655,5.0,0.8999,0.45,5.02,1.69,3,0,0,0,2,0,0,0,0,1,0,0.33249644712578336
250532,172.0030092592351,4.0,0.9451,0.415625,8.8,5.32,0,1,0,0,1,0,0,0,0,2,0,0.46093855067215395
165043,27.34768518526107,3.0,-0.4215,0.4391684704184704,9.21,5.67,4,2,0,0,1,2,1,0,1,0,0,0.471205935951734
182612,-2512.1510879630223,1.0,0.6426,0.4666666666666667,45.05,6.27,1,1,1,0,4,1,0,0,1,2,1,0.4130816632210883
127067,-3280.6790740741417,4.0,0.9849,0.6862499999999999,4.08,6.27,2,0,0,0,9,5,1,0,0,2,0,0.3520506525815722
113674,102.9367476850748,3.0,0.6249,0.4902777777777778,6.4,3.04,2,0,0,2,3,0,2,1,0,0,0,0.41006298380229717
148121,104.58842592593282,3.0,0.0716,0.4901041666666667,8.48,10.0,4,0,1,0,3,2,2,1,0,2,8,0.5212224100001687
112408,446.4435185184702,4.0,-0.0997,0.6391666666666667,7.33,4.92,2,0,0,1,2,0,0,0,0,1,4,0.4073223369950587
203601,-313.7861574073322,1.0,-0.4019,0.4340909090909091,8.5,4.55,0,0,0,0,0,0,2,0,0,3,2,0.4440832001197695
170805,177.27437500003725,2.0,-0.3878,0.5712121212121212,8.4,6.36,1,1,0,0,2,0,1,0,1,1,4,0.465316324912896
77975,58.23928240733221,5.0,0.9652,0.6076190476190477,6.96,7.71,0,0,0,1,5,2,1,1,0,1,2,0.4942499676411574
185761,266.1248611113988,5.0,0.9709,0.6357142857142858,6.2,3.07,1,0,0,0,3,1,0,0,0,0,2,0.37845358098008186
178844,140.19164351886138,1.0,0.9205,0.5116359675183204,9.3,46.55,13,0,0,2,8,1,12,2,2,8,34,0.801632029087452
131197,196.9043402778916,4.0,0.8916,0.6385714285714286,7.48,2.91,2,0,0,0,4,0,1,0,1,0,2,0.3501265543222926
47130,79.83589120395482,5.0,0.9786,0.6036907536907538,8.62,6.02,1,0,2,0,8,2,0,0,1,1,2,0.4950293445020994
50530,-3259.7173263886943,5.0,0.9886,0.475255373281689,6.46,16.16,8,2,1,8,12,5,2,0,0,5,4,0.46400923425365287
13859,384.0930208330974,5.0,0.9611,0.6529166666666666,16.2,4.39,1,0,0,1,4,1,0,0,2,0,0,0.4036999377864831
33488,161.4959490741603,1.0,-0.9165,0.664578111946533,5.88,10.74,4,0,0,1,2,0,0,0,0,3,7,0.5568530168893215
260918,-3019.7570023150183,4.0,0.0657,0.5644444444444444,5.49,5.74,2,0,2,1,4,2,1,1,1,1,2,0.33060534977803013
26915,-3303.1182175925933,4.0,0.9977,0.5480665024630542,9.35,38.43,12,0,3,3,13,3,0,1,5,1,24,0.7687952307754794
241350,-1281.567361111287,4.0,0.9413,0.6733333333333333,6.31,2.72,2,0,1,0,4,0,0,0,0,0,3,0.3081649640627745
256827,108.10636574076489,4.0,0.9136,0.7183673469387755,6.3,3.17,3,0,0,1,4,3,0,0,0,0,2,0.4114659219895533
106205,-3020.748854166828,2.0,0.5994,0.41125,7.98,6.13,6,2,1,0,2,0,1,0,2,2,3,0.2788507416514442
69864,590.3100231480785,5.0,0.9993,0.5478290558647703,8.7,39.65,9,3,2,7,31,0,3,1,0,6,6,0.9399281287478204
146873,60.43575231498107,5.0,0.9694,0.7338888888888888,10.6,3.98,1,0,0,0,2,2,1,0,1,1,1,0.36397075515617444
199505,201.75837962981316,1.0,0.9554,0.4705882352941176,13.42,15.81,3,1,2,0,0,0,2,0,3,0,1,0.7141935675346355
141107,131.74829861102626,2.0,-0.4228,0.5416666666666666,8.19,4.07,2,0,0,0,2,1,0,0,0,1,0,0.4935149120889765
199872,467.10484953736886,1.0,0.4253,0.4753222703222703,9.97,44.69,14,0,0,3,6,2,13,2,0,9,41,0.7399235959394845
73119,-2053.5121875000186,1.0,-0.7175,0.3423076923076923,10.11,8.76,2,0,0,0,1,1,3,0,1,3,1,0.43624202080868263
201690,216.03848379664123,5.0,0.6124,0.6,3.8,1.45,0,0,1,0,1,1,0,0,0,0,1,0.37633560019028445
80989,123.43680555559696,4.0,0.9643,0.5304166666666668,7.79,7.37,3,0,0,2,4,0,1,0,2,1,4,0.40691491125267276
159238,-1582.6903009261005,1.0,-0.4767,0.5,7.1,4.26,3,0,0,0,0,0,0,0,3,0,1,0.364495334174506
128778,84.36158564826474,2.0,-0.6801,0.5199999999999999,7.6,5.54,2,0,0,0,1,0,2,0,0,0,4,0.43890267826761364
130548,-2184.8029976850376,1.0,-0.9406,0.8416666666666667,6.54,3.88,0,0,0,0,0,0,0,0,2,0,0,0.3420361379211378
253402,508.8518055556342,1.0,-0.8738,0.6514285714285715,9.29,4.35,1,0,0,0,1,1,0,0,0,0,1,0.5412355664582813
248698,273.9421759257093,2.0,-0.5719,0.5577777777777777,11.32,6.14,2,0,0,0,1,2,2,1,0,0,0,0.5422063086746465
252596,1409.3504282408394,5.0,0.8807,0.5785714285714285,7.4,3.16,1,1,0,0,2,0,0,2,2,0,0,0.44424357598509273
90955,8.402731481473893,4.0,0.25,0.4154761904761905,12.93,3.35,0,0,0,1,0,2,0,0,0,2,0,0.4365493282497497
184382,-3033.8281134259887,1.0,-0.876,0.3595238095238096,11.56,11.3,4,1,0,0,3,2,3,1,1,1,0,0.47725975052833786
44167,235.62089120363817,5.0,0.9855,0.6575000000000001,9.74,7.43,3,0,0,0,4,0,0,0,0,0,2,0.44299713651748734
99262,-2821.768020833377,5.0,0.9438,0.6903846153846154,6.62,6.54,6,0,1,3,7,3,0,0,1,3,4,0.2725676852866096
246320,17.312824074178934,5.0,0.8689,0.3793434343434343,7.05,4.33,2,0,0,0,5,0,0,0,2,1,0,0.3876684623308422
67684,-1550.0485185184516,4.0,0.9835,0.523185941043084,12.66,17.22,10,1,0,0,10,1,2,0,0,1,3,0.5382339480342573
34355,996.2315277778544,5.0,0.9907,0.5286574074074075,6.68,14.37,5,0,0,5,8,2,0,0,0,1,7,0.6281058755956227
196433,-1927.1766550927423,5.0,0.8176,0.4309090909090909,7.03,5.23,2,0,0,0,4,0,1,0,0,2,0,0.3030238460573164
261671,360.3632986107841,1.0,-0.8718,0.45,6.22,2.85,1,0,0,0,1,1,0,1,0,0,1,0.5307799882740323
152015,414.3859837958589,5.0,0.9886,0.4394927536231884,8.76,11.31,6,0,0,1,7,4,0,1,3,4,7,0.5163632522602064
223630,-1331.7228819443844,1.0,-0.8593,0.5733333333333334,7.81,4.17,1,0,0,0,0,2,1,0,1,3,0,0.4176476042700204
219127,116.67299768514933,2.0,0.9022,0.5016666666666667,9.22,7.68,2,0,1,0,3,1,0,0,2,1,2,0.5546423791771836
233848,357.0909259263426,3.0,0.985,0.4938988095238095,6.48,10.27,1,0,0,1,10,0,1,0,4,1,1,0.5623313583098761
19417,54.4401157409884,5.0,0.9458,0.4404761904761904,7.35,4.76,1,0,0,1,3,4,1,0,1,0,3,0.42835038427512534
208868,-2536.099988426082,1.0,-0.899,0.5055555555555556,10.32,8.34,2,0,1,0,0,1,1,0,0,1,1,0.4626380518488262
91840,109.18072916660458,1.0,0.8126,0.5678571428571428,5.53,4.63,2,1,1,1,3,3,0,1,0,0,2,0.5817157427296088
166928,22.81313657388091,5.0,0.9694,0.6625000000000001,9.26,7.84,0,0,1,0,4,1,0,0,2,1,4,0.45128777803668285
81137,47.70234953705221,4.0,0.9853,0.8300000000000001,7.41,7.76,5,0,1,0,4,1,0,0,2,1,5,0.4165151194801806
244877,149.89562499988824,2.0,-0.2263,0.195,6.28,5.3,0,0,0,2,3,0,2,0,0,2,2,0.4950466835108467
242577,420.9065162036568,1.0,0.0516,0.5908163265306122,5.66,4.69,1,0,0,0,0,0,0,0,0,2,5,0.4777369801946938
49226,-3182.76006944431,3.0,0.9901,0.549063492063492,6.93,10.06,2,0,2,0,4,2,1,0,4,1,1,0.4024445800208922
107967,42.59582175919786,2.0,0.9623,0.5274305555555555,8.41,12.44,8,0,1,0,2,0,3,2,2,1,1,0.572791541204788
225604,305.9173726849258,1.0,0.9883,0.4653504991740287,7.67,57.7,5,0,0,1,18,0,25,2,19,9,13,0.8639520915233785
99289,423.9680902776309,5.0,0.9877,0.4368702553485162,10.89,36.42,14,1,1,4,8,2,3,2,3,4,5,0.8816521485666882
170890,15.763310185167938,4.0,0.9468,0.4477272727272728,5.68,9.84,4,0,1,4,7,4,0,2,1,1,1,0.6362982922059016
50558,-3202.8447916666046,1.0,0.3415,0.6630952380952381,9.04,9.75,4,2,1,0,1,3,2,0,0,4,1,0.4216641845061546
33959,308.2742245369591,3.0,-0.2398,0.7270833333333334,6.52,5.86,3,0,0,1,2,0,0,0,3,0,5,0.393365402834155
107086,-3103.015983796213,1.0,0.34,0.0,6.6,1.47,1,0,0,0,1,0,0,0,0,0,0,0.32876497877346567
209140,93.81168981455266,5.0,0.8974,0.3925925925925925,9.13,8.77,3,0,2,1,4,1,1,0,0,2,0,0.5398765331505707
169354,917.0302777779287,5.0,0.9531,0.6193181818181819,5.72,2.78,1,0,0,1,6,1,0,0,0,1,2,0.41273749867888876
37048,-1481.879988425877,1.0,-0.6962,0.5297619047619048,11.64,5.86,0,0,0,0,1,0,0,1,0,1,4,0.4428661445388091
256602,45.00626157410443,4.0,0.9753,0.5161267436267436,10.15,7.86,1,0,0,0,6,0,0,0,0,4,0,0.5042556867119985
2266,152.44113425910473,2.0,0.9137,0.6333333333333333,9.26,5.66,1,0,1,1,5,2,0,1,0,1,4,0.5469837171751499
217012,41.76959490729496,1.0,0.0,0.0,11.4,1.15,0,0,0,0,0,0,0,0,0,1,0,0.487353559376633
164534,772.5601851851679,1.0,0.1352,0.5907539682539682,9.75,9.93,2,1,0,1,6,2,0,0,0,1,4,0.6684338083752002
65683,121.17413194430992,5.0,0.9823,0.6511111111111111,6.77,6.71,6,0,1,0,6,2,2,2,0,3,5,0.40392553240412843
153105,-3020.595335647929,5.0,0.8957,0.6125541125541126,3.52,2.51,1,0,0,0,4,0,0,0,0,2,2,0.20335434362708246
70747,919.0100231482648,5.0,0.9832,0.585,10.1,7.2,5,0,1,0,6,0,0,0,0,1,0,0.5092089054092914
69660,77.01016203686595,3.0,-0.7351,1.0,6.56,1.69,1,0,0,0,0,0,0,0,0,0,0,0.360614467786047
61587,342.315543981269,3.0,0.9261,0.5122727272727272,7.62,6.49,2,0,0,1,5,1,1,1,2,3,4,0.4591182833149593
220475,216.84978009248152,5.0,0.9118,0.575,5.75,2.1,1,0,0,0,3,0,0,0,1,0,2,0.33394337276041847
205350,88.98877314804122,2.0,0.5859,0.4458333333333333,7.7,2.66,0,0,0,0,3,0,0,0,0,0,2,0.45306573314539955
88249,132.25714120361954,3.0,0.5423,0.5818055555555556,10.61,4.99,0,1,0,0,2,1,1,0,0,0,1,0.4690344772512911
126752,1225.5820254632272,1.0,-0.9713,0.4521303258145363,9.73,11.99,4,0,1,1,2,2,0,0,5,0,7,0.6637201613053465
210345,501.2778125000186,2.0,0.3612,0.0,8.02,2.06,2,0,0,0,1,0,1,1,1,0,1,0.47149933291534735
126172,-3177.805057870224,5.0,0.9638,0.4928571428571428,9.51,7.48,0,0,0,0,4,2,1,1,3,5,1,0.27880479692669735
151741,-2800.883923611138,1.0,-0.836,0.4638888888888889,6.62,5.02,1,0,0,0,0,1,2,0,2,0,0,0.34057732039213395
165682,-1073.4972800924445,2.0,-0.978,0.5796296296296295,8.36,14.09,7,1,0,0,2,0,4,0,1,3,0,0.5032383918829465
1518,31.441030093003064,3.0,0.8267,0.4409090909090908,8.77,6.95,0,0,0,0,5,0,2,0,4,0,4,0.42060071089429385
255139,90.38878472195938,4.0,0.9898,0.5636752136752137,8.59,11.58,5,1,0,0,10,1,0,1,2,2,8,0.5052199373054578
78812,-2854.881030092481,5.0,0.9317,0.5528205128205128,6.97,7.3,3,0,0,0,4,0,0,0,0,1,0,0.3031988579616912
5922,152.18379629636183,5.0,0.5859,0.5393145743145742,6.2,6.02,3,0,0,0,3,0,0,1,2,2,2,0.3931651152296382
119841,-2172.667719907593,1.0,-0.7351,0.5583333333333333,9.24,4.51,0,2,0,0,1,1,0,0,3,0,0,0.3795849253699319
237678,111.78761574067175,1.0,0.4976,0.504563492063492,8.05,9.87,2,1,0,2,0,0,0,0,1,1,0,0.6136045889092775
12011,282.0776273147203,4.0,0.9748,0.4584848484848485,7.98,14.06,6,0,0,3,6,1,0,1,2,7,1,0.6001494451645986
68197,445.3468865742907,1.0,-0.1206,0.6107456140350876,8.8,24.5,3,2,0,1,8,2,2,0,1,3,5,0.844310291349618
211563,-2930.51679398166,1.0,-0.5256,0.5375,8.12,7.67,1,0,0,0,0,0,2,0,4,2,2,0.3163483521013388
97142,932.9315046295524,5.0,0.9583,0.6044126984126985,5.98,5.16,1,0,0,2,5,0,0,0,1,0,8,0.3835494660845639
7660,506.1490162038244,5.0,0.9726,0.6277777777777778,10.83,4.67,1,0,1,0,1,0,0,0,1,2,0,0.41896449760961674
171771,117.84039351856336,5.0,0.9698,0.8357142857142857,6.95,2.47,2,0,0,1,2,0,0,0,0,0,3,0.3068164695708285
44573,406.9377662036568,1.0,-0.0299,0.6757575757575757,46.35,13.03,7,0,0,0,0,0,7,2,0,3,10,0.436547859474393
202003,754.950486110989,1.0,0.7211,0.4342507936507936,10.3,22.3,5,0,0,4,8,2,3,2,5,5,6,0.7836494189677721
139102,236.7593171298504,5.0,0.886,0.6749999999999999,3.52,2.42,1,0,0,0,3,0,1,0,0,0,0,0.3483001019440623
36973,1667.866956018377,1.0,-0.4075,0.3141176470588235,7.06,13.94,3,2,1,0,7,1,2,0,1,3,9,0.7209425650124786
164270,84.92708333302289,4.0,0.8687,0.5182983682983683,6.88,10.0,3,0,0,0,5,3,0,1,2,2,7,0.5165604298777079
262749,-3120.7067129630595,1.0,0.7537,0.5416666666666666,4.63,5.99,4,0,0,0,4,3,1,1,0,0,3,0.38021155428533165
87902,198.53223379608244,5.0,0.9829,0.6378117913832201,7.98,5.99,4,0,0,0,9,1,1,0,0,1,1,0.4237899367830186
214938,116.30857638921589,5.0,0.9382,0.5379464285714286,4.4,3.23,2,0,0,0,4,0,1,0,0,1,0,0.36082213674857
194303,-2003.9377662036568,5.0,0.91,0.7625000000000001,2.68,1.22,0,0,0,1,4,1,0,0,0,0,0,0.25135632775213923
27926,54.21182870352641,3.0,-0.7351,0.5549999999999999,7.2,3.94,3,0,0,0,1,0,2,0,0,4,0,0.3794089533947511
217126,430.8648032406345,5.0,0.891,0.4399999999999999,9.0,2.76,1,0,0,0,3,0,0,0,0,0,1,0.3896020505095469
254970,-910.5680324072018,5.0,0.9758,0.6357142857142858,6.83,3.64,0,0,0,0,2,0,0,0,2,0,0,0.3143782282118093
229407,109.90289351856336,5.0,0.9076,0.6898989898989899,9.68,6.65,4,0,0,0,9,0,1,0,0,0,1,0.4181491927091033
150870,400.248472222127,1.0,0.649,0.5324928617481807,10.69,39.65,9,3,0,0,6,0,4,5,4,14,6,0.9178646356726362
177927,53.85666666645557,1.0,-0.5787,0.41875,7.98,9.9,0,1,0,0,0,0,0,2,0,1,5,0.628219616514641
199585,194.2754050926305,5.0,0.4939,0.3961538461538461,8.41,2.54,1,2,0,0,0,0,1,0,1,1,1,0.32993072910441346
189730,-378.889097222127,3.0,0.7264,0.4018518518518518,9.17,7.36,4,0,0,0,1,0,1,0,3,4,5,0.36480445189048166
240160,422.7084259260446,1.0,0.7003,0.64,7.0,4.58,2,0,0,0,2,0,0,0,2,1,4,0.4571407114957079
30796,22.93788194470108,2.0,0.2924,0.925,11.67,0.81,0,0,0,0,1,0,0,0,0,0,1,0.36750708081666167
236221,133.8370717591606,5.0,0.4588,0.4715151515151515,6.25,2.82,3,0,0,0,2,2,2,0,0,1,0,0.3585563714405986
226723,28.21813657414168,5.0,0.9931,0.708974358974359,7.71,5.63,4,0,1,0,5,0,0,0,1,1,0,0.40569309780041457
206094,-1434.7390856482089,5.0,0.9686,0.4390873015873016,7.27,10.22,8,0,0,0,4,0,4,1,1,2,2,0.32092006775335596
103278,-2416.6524768518284,1.0,-0.7072,0.3888888888888889,8.2,12.34,5,0,0,0,0,1,3,2,5,1,0,0.46340634706187983
91188,103.63311342569068,4.0,0.9871,0.6,12.51,17.26,2,2,0,1,11,4,1,2,0,1,2,0.762501008027924
253488,-2304.8709259261377,5.0,0.9565,0.5007936507936508,8.83,4.88,0,0,0,0,8,1,0,0,0,0,1,0.32806083484799026
58419,100.67005787044764,5.0,0.9884,0.4207142857142857,7.99,6.6,1,1,0,1,6,1,2,0,0,6,2,0.4061071753679006
47014,-3128.7137847221456,2.0,0.4404,0.4984126984126984,20.87,2.89,0,1,0,0,0,0,1,0,2,1,1,0.24083624321959785
160345,166.86721064848825,5.0,0.7727,0.2933333333333333,13.95,2.91,1,0,0,0,2,1,0,0,2,2,2,0.3568851318594443
161408,23.46591435186565,4.0,0.8689,0.4319444444444444,5.95,6.14,3,0,0,2,4,0,0,0,0,1,4,0.4259003109072951
157339,302.1480439817533,5.0,0.9953,0.6901372912801486,7.07,16.29,5,0,1,1,16,8,0,1,1,1,8,0.7427874705465513
74486,-2662.375057870522,5.0,0.9507,0.6979166666666666,5.79,6.98,0,0,0,3,8,0,0,0,0,1,1,0.31741321697860025
74526,-2495.633958333172,5.0,0.9148,0.6540740740740741,10.2,9.58,5,0,1,0,3,1,0,0,0,1,7,0.31247535494172235
152695,558.2198032406159,1.0,0.3332,0.550925925925926,6.27,14.56,0,7,0,0,5,1,2,3,1,6,0,0.7384399343469925
63936,156.12960648164153,3.0,0.8834,0.6802398989898991,7.5,6.89,3,0,0,0,5,2,1,0,2,0,6,0.4371003818744918
37848,104.11644675955176,4.0,0.9392,0.7722222222222221,9.23,6.92,3,0,1,0,3,0,0,0,1,0,0,0.46786611090761554
179334,117.9490972221829,3.0,0.9461,0.8158119658119658,8.49,9.31,1,0,1,1,11,1,0,0,1,0,4,0.5701878727681418
238002,38.52821759274229,5.0,0.9531,0.3784523809523809,7.46,7.48,2,2,0,0,2,1,0,1,1,6,1,0.4476427261235046
83279,65.33304398180917,5.0,0.9928,0.6701960784313725,8.46,9.4,3,0,0,1,11,3,0,1,1,0,3,0.5421079381864341
91579,31.186041666660454,5.0,0.9889,0.4116174977286089,7.36,15.63,2,0,0,2,12,1,0,0,0,4,3,0.658872522539916
233523,59.04979166667909,2.0,-0.946,0.5644787851037851,8.94,22.84,4,1,1,1,10,4,7,1,4,2,3,0.7736735396599214
179482,367.1532291667536,2.0,0.6917,0.4634615384615384,13.49,8.04,2,0,0,1,4,1,1,1,1,0,4,0.5531150965684861
82179,155.1406134259887,5.0,0.9913,0.6611764705882353,8.29,7.34,2,0,0,1,6,0,0,0,0,1,5,0.4162959677321825
53015,301.66881944425404,4.0,0.9601,0.5071428571428571,6.62,4.5,3,0,0,0,3,0,0,0,2,1,0,0.40885022959505113
7691,87.00505787041038,4.0,0.9771,0.4429475308641976,6.48,9.31,0,0,0,3,9,1,0,0,1,1,3,0.5555093085360403
235229,-3251.820763888769,5.0,0.9473,0.5748333333333333,8.13,5.33,4,0,0,0,3,1,2,0,0,0,0,0.22862149299882345
136120,46.70333333313465,1.0,-0.7003,0.4848484848484848,6.21,2.69,0,0,0,1,1,0,0,0,1,1,2,0.4554081659431261
150106,-2949.6653819442727,4.0,0.296,0.4349999999999999,6.4,2.72,3,0,0,0,1,0,0,0,0,1,2,0.22547694064366886
238954,-3229.875405092724,5.0,0.9468,0.5775757575757575,2.28,1.07,1,0,0,0,4,1,1,0,1,0,0,0.18792270865467103
133431,220.93975694430992,4.0,0.886,0.6729090909090909,5.68,2.0,1,0,0,0,4,1,0,0,2,0,3,0.34792171800971683
168095,290.8029513889924,5.0,0.9961,0.4366,10.17,24.72,16,1,0,3,8,1,5,2,4,5,8,0.5851810769167036
90542,-2059.0973379630595,5.0,0.8108,0.6443181818181819,9.73,3.28,2,0,0,0,3,0,0,0,1,0,0,0.2540885817359924
142006,125.0496527776122,4.0,0.6249,0.2555555555555555,7.94,3.04,2,2,0,0,2,1,0,1,1,1,0,0.4287530347742899
76499,-2801.854444444645,5.0,0.6249,0.75,6.56,1.56,0,0,0,0,2,0,0,0,0,0,0,0.20909521753478597
220468,179.7450925926678,4.0,0.8979,0.725,14.36,2.42,0,0,2,1,1,1,0,2,0,1,2,0.4354482445495542
234274,54.75045138876885,4.0,0.9959,0.4719358178053831,9.04,20.95,3,1,0,1,12,4,4,3,1,4,9,0.7282352397402577
73449,-3264.879953703843,5.0,0.9484,0.6399999999999999,8.01,4.6,1,0,0,0,6,0,1,0,0,0,0,0.23787599675310367
216298,-962.7850231481716,5.0,0.99,0.6433518862090291,5.89,7.02,3,0,0,3,6,1,1,0,1,0,3,0.35404660410474487
5698,636.0200115740299,1.0,0.7717,0.5201282051282051,5.23,10.74,3,1,0,0,1,1,2,0,7,3,0,0.5546287346347583
146886,55.85619212966412,4.0,0.9726,0.5776515151515151,12.67,15.34,6,0,1,2,3,2,1,2,7,2,6,0.5423710124369772
236685,390.3425694447942,1.0,-0.3612,0.5632756132756133,5.53,8.78,0,3,0,0,7,0,2,0,2,4,1,0.5681740831999026
214231,438.3720023147762,4.0,0.9441,0.4585034013605442,12.64,10.09,9,0,0,0,9,1,0,0,0,1,5,0.512394402505458
137928,549.6001736111939,5.0,0.9896,0.6343749999999999,8.07,7.58,3,0,1,3,8,2,0,0,0,0,4,0.512975898422609
124358,-3195.834490740672,1.0,-0.8807,0.4866161616161616,13.52,5.58,1,0,0,1,2,1,0,0,0,0,4,0.351869388720872
31048,222.2758101853542,5.0,0.9856,0.6245454545454545,12.8,5.39,1,0,0,0,7,0,0,0,2,0,0,0.41763381960232226
80288,156.7810069443658,5.0,0.9698,0.5591666666666667,7.46,7.05,2,0,1,1,3,2,2,1,1,0,3,0.45205876123255173
20128,433.86357638891786,1.0,-0.6597,1.0,9.42,1.12,0,0,0,0,0,0,0,1,0,0,0,0.44074982508472227
178643,-2764.8523263889365,1.0,-0.4767,0.5544588744588744,6.82,5.6,1,0,0,0,7,0,1,0,0,0,0,0.39510322574171025
148579,-1934.713935185224,5.0,0.9842,0.5798368298368298,8.67,4.74,2,0,1,0,7,1,0,0,1,0,2,0.3189521348965698
